county_name,geoId,metro_nonmetro,state_abbr,value,year
Anchorage Municipality,us-ak-020,Metropolitan,AK,0.07800030299999999,
Fairbanks North Star Borough,us-ak-090,Metropolitan,AK,0.062000648,
Matanuska-Susitna Borough,us-ak-170,Metropolitan,AK,0.08700045099999999,
Autauga County,us-al-001,Metropolitan,AL,0.111001407,
Baldwin County,us-al-003,Metropolitan,AL,0.107000439,
Bibb County,us-al-007,Metropolitan,AL,0.14500629199999998,
Blount County,us-al-009,Metropolitan,AL,0.170002333,
Calhoun County,us-al-015,Metropolitan,AL,0.175000577,
Chilton County,us-al-021,Metropolitan,AL,0.186005561,
Colbert County,us-al-033,Metropolitan,AL,0.162002166,
Elmore County,us-al-051,Metropolitan,AL,0.158001856,
Etowah County,us-al-055,Metropolitan,AL,0.157001851,
Geneva County,us-al-061,Metropolitan,AL,0.169003617,
Greene County,us-al-063,Metropolitan,AL,0.145002346,
Hale County,us-al-065,Metropolitan,AL,0.178002367,
Henry County,us-al-067,Metropolitan,AL,0.166009105,
Houston County,us-al-069,Metropolitan,AL,0.13500019300000002,
Jefferson County,us-al-073,Metropolitan,AL,0.129000061,
Lauderdale County,us-al-077,Metropolitan,AL,0.138001684,
Lawrence County,us-al-079,Metropolitan,AL,0.193004669,
Lee County,us-al-081,Metropolitan,AL,0.09,
Limestone County,us-al-083,Metropolitan,AL,0.138000634,
Lowndes County,us-al-085,Metropolitan,AL,0.139004149,
Madison County,us-al-089,Metropolitan,AL,0.13500013,
Mobile County,us-al-097,Metropolitan,AL,0.140000065,
Montgomery County,us-al-101,Metropolitan,AL,0.139000264,
Morgan County,us-al-103,Metropolitan,AL,0.12700030199999998,
Pickens County,us-al-107,Metropolitan,AL,0.150006367,
Russell County,us-al-113,Metropolitan,AL,0.19000187899999998,
Shelby County,us-al-117,Metropolitan,AL,0.105000322,
St. Clair County,us-al-115,Metropolitan,AL,0.1380011,
Tuscaloosa County,us-al-125,Metropolitan,AL,0.11900018400000001,
Washington County,us-al-129,Metropolitan,AL,0.166011394,
Benton County,us-ar-007,Metropolitan,AR,0.09000043699999999,
Cleveland County,us-ar-025,Metropolitan,AR,0.17101449300000002,
Craighead County,us-ar-031,Metropolitan,AR,0.139001509,
Crawford County,us-ar-033,Metropolitan,AR,0.150002203,
Crittenden County,us-ar-035,Metropolitan,AR,0.196002785,
Faulkner County,us-ar-045,Metropolitan,AR,0.096000806,
Franklin County,us-ar-047,Metropolitan,AR,0.131009342,
Garland County,us-ar-051,Metropolitan,AR,0.151001116,
Grant County,us-ar-053,Metropolitan,AR,0.16600177300000002,
Jefferson County,us-ar-069,Metropolitan,AR,0.159000154,
Lincoln County,us-ar-079,Metropolitan,AR,0.155000904,
Little River County,us-ar-081,Metropolitan,AR,0.20800594600000002,
Lonoke County,us-ar-085,Metropolitan,AR,0.128,
Madison County,us-ar-087,Metropolitan,AR,0.121001507,
Miller County,us-ar-091,Metropolitan,AR,0.12300043199999999,
Perry County,us-ar-105,Metropolitan,AR,0.14901557099999999,
Poinsett County,us-ar-111,Metropolitan,AR,0.209009213,
Pulaski County,us-ar-119,Metropolitan,AR,0.119000096,
Saline County,us-ar-125,Metropolitan,AR,0.12700101800000002,
Sebastian County,us-ar-131,Metropolitan,AR,0.124000811,
Washington County,us-ar-143,Metropolitan,AR,0.089000074,
Cochise County,us-az-003,Metropolitan,AZ,0.105000903,
Coconino County,us-az-005,Metropolitan,AZ,0.07500024599999999,
Maricopa County,us-az-013,Metropolitan,AZ,0.089000014,
Mohave County,us-az-015,Metropolitan,AZ,0.136000145,
Pima County,us-az-019,Metropolitan,AZ,0.084000005,
Pinal County,us-az-021,Metropolitan,AZ,0.128000182,
Yavapai County,us-az-025,Metropolitan,AZ,0.107000279,
Yuma County,us-az-027,Metropolitan,AZ,0.14100089400000002,
Alameda County,us-ca-001,Metropolitan,CA,0.069000016,
Butte County,us-ca-007,Metropolitan,CA,0.098000081,
Contra Costa County,us-ca-013,Metropolitan,CA,0.088000047,
El Dorado County,us-ca-017,Metropolitan,CA,0.08200001400000001,
Fresno County,us-ca-019,Metropolitan,CA,0.10800006599999999,
Imperial County,us-ca-025,Metropolitan,CA,0.09200038599999999,
Kern County,us-ca-029,Metropolitan,CA,0.093000075,
Kings County,us-ca-031,Metropolitan,CA,0.10400076,
Los Angeles County,us-ca-037,Metropolitan,CA,0.08400000699999999,
Madera County,us-ca-039,Metropolitan,CA,0.123000444,
Marin County,us-ca-041,Metropolitan,CA,0.053000232,
Merced County,us-ca-047,Metropolitan,CA,0.14300006099999998,
Monterey County,us-ca-053,Metropolitan,CA,0.08400018199999999,
Napa County,us-ca-055,Metropolitan,CA,0.086000721,
Orange County,us-ca-059,Metropolitan,CA,0.085000015,
Placer County,us-ca-061,Metropolitan,CA,0.067000112,
Riverside County,us-ca-065,Metropolitan,CA,0.094000002,
Sacramento County,us-ca-067,Metropolitan,CA,0.095000076,
San Benito County,us-ca-069,Metropolitan,CA,0.09,
San Bernardino County,us-ca-071,Metropolitan,CA,0.094000049,
San Diego County,us-ca-073,Metropolitan,CA,0.071000008,
San Francisco County,us-ca-075,Metropolitan,CA,0.068000059,
San Joaquin County,us-ca-077,Metropolitan,CA,0.10400010900000001,
San Luis Obispo County,us-ca-079,Metropolitan,CA,0.08,
San Mateo County,us-ca-081,Metropolitan,CA,0.07600012099999999,
Santa Barbara County,us-ca-083,Metropolitan,CA,0.087000003,
Santa Clara County,us-ca-085,Metropolitan,CA,0.076000047,
Santa Cruz County,us-ca-087,Metropolitan,CA,0.069000062,
Shasta County,us-ca-089,Metropolitan,CA,0.110000294,
Solano County,us-ca-095,Metropolitan,CA,0.10200028400000001,
Sonoma County,us-ca-097,Metropolitan,CA,0.072000144,
Stanislaus County,us-ca-099,Metropolitan,CA,0.114000269,
Sutter County,us-ca-101,Metropolitan,CA,0.103001285,
Tulare County,us-ca-107,Metropolitan,CA,0.09300000300000001,
Ventura County,us-ca-111,Metropolitan,CA,0.093000124,
Yolo County,us-ca-113,Metropolitan,CA,0.063000159,
Yuba County,us-ca-115,Metropolitan,CA,0.119001919,
Adams County,us-co-001,Metropolitan,CO,0.07700014599999999,
Arapahoe County,us-co-005,Metropolitan,CO,0.070000021,
Boulder County,us-co-013,Metropolitan,CO,0.048000166,
Broomfield County,us-co-014,Metropolitan,CO,0.06800096900000001,
Clear Creek County,us-co-019,Metropolitan,CO,0.067002975,
Denver County,us-co-031,Metropolitan,CO,0.051000077000000005,
Douglas County,us-co-035,Metropolitan,CO,0.049000193,
El Paso County,us-co-041,Metropolitan,CO,0.066000096,
Elbert County,us-co-039,Metropolitan,CO,0.06,
Gilpin County,us-co-047,Metropolitan,CO,0.053000619000000006,
Jefferson County,us-co-059,Metropolitan,CO,0.058000104000000004,
Larimer County,us-co-069,Metropolitan,CO,0.05,
Mesa County,us-co-077,Metropolitan,CO,0.082000392,
Park County,us-co-093,Metropolitan,CO,0.043002562,
Pueblo County,us-co-101,Metropolitan,CO,0.095000041,
Teller County,us-co-119,Metropolitan,CO,0.06500078299999999,
Weld County,us-co-123,Metropolitan,CO,0.071000329,
Fairfield County,us-ct-001,Metropolitan,CT,0.07400005700000001,
Hartford County,us-ct-003,Metropolitan,CT,0.09900009300000001,
Middlesex County,us-ct-007,Metropolitan,CT,0.072000434,
New Haven County,us-ct-009,Metropolitan,CT,0.09800011,
New London County,us-ct-011,Metropolitan,CT,0.088000267,
Tolland County,us-ct-013,Metropolitan,CT,0.08200017400000001,
Windham County,us-ct-015,Metropolitan,CT,0.111000179,
District Of Columbia,us-dc-001,Metropolitan,DC,0.081000115,
Kent County,us-de-001,Metropolitan,DE,0.131000839,
New Castle County,us-de-003,Metropolitan,DE,0.105000119,
Sussex County,us-de-005,Metropolitan,DE,0.12900070800000002,
Alachua County,us-fl-001,Metropolitan,FL,0.088000157,
Baker County,us-fl-003,Metropolitan,FL,0.15500244,
Bay County,us-fl-005,Metropolitan,FL,0.114000484,
Brevard County,us-fl-009,Metropolitan,FL,0.13100019400000001,
Broward County,us-fl-011,Metropolitan,FL,0.093000044,
Charlotte County,us-fl-015,Metropolitan,FL,0.129000615,
Citrus County,us-fl-017,Metropolitan,FL,0.15,
Clay County,us-fl-019,Metropolitan,FL,0.114000536,
Collier County,us-fl-021,Metropolitan,FL,0.087000163,
Duval County,us-fl-031,Metropolitan,FL,0.119000052,
Escambia County,us-fl-033,Metropolitan,FL,0.131000341,
Flagler County,us-fl-035,Metropolitan,FL,0.12100038099999999,
Gadsden County,us-fl-039,Metropolitan,FL,0.2,
Gilchrist County,us-fl-041,Metropolitan,FL,0.15100365,
Hernando County,us-fl-053,Metropolitan,FL,0.158000539,
Highlands County,us-fl-055,Metropolitan,FL,0.156000683,
Hillsborough County,us-fl-057,Metropolitan,FL,0.098000017,
Indian River County,us-fl-061,Metropolitan,FL,0.12300017099999999,
Jefferson County,us-fl-065,Metropolitan,FL,0.13300841800000002,
Lake County,us-fl-069,Metropolitan,FL,0.126000221,
Lee County,us-fl-071,Metropolitan,FL,0.11000012099999999,
Leon County,us-fl-073,Metropolitan,FL,0.084000092,
Levy County,us-fl-075,Metropolitan,FL,0.149001733,
Manatee County,us-fl-081,Metropolitan,FL,0.103000198,
Marion County,us-fl-083,Metropolitan,FL,0.15100032300000002,
Martin County,us-fl-085,Metropolitan,FL,0.092,
Miami-Dade County,us-fl-086,Metropolitan,FL,0.075000024,
Nassau County,us-fl-089,Metropolitan,FL,0.11100081699999999,
Okaloosa County,us-fl-091,Metropolitan,FL,0.111000729,
Orange County,us-fl-095,Metropolitan,FL,0.09200003699999999,
Osceola County,us-fl-097,Metropolitan,FL,0.11400018,
Palm Beach County,us-fl-099,Metropolitan,FL,0.099000075,
Pasco County,us-fl-101,Metropolitan,FL,0.130000303,
Pinellas County,us-fl-103,Metropolitan,FL,0.105000019,
Polk County,us-fl-105,Metropolitan,FL,0.149000265,
Santa Rosa County,us-fl-113,Metropolitan,FL,0.11199999999999999,
Sarasota County,us-fl-115,Metropolitan,FL,0.090000144,
Seminole County,us-fl-117,Metropolitan,FL,0.093000026,
St. Johns County,us-fl-109,Metropolitan,FL,0.079000218,
St. Lucie County,us-fl-111,Metropolitan,FL,0.11600025300000001,
Sumter County,us-fl-119,Metropolitan,FL,0.161001217,
Volusia County,us-fl-127,Metropolitan,FL,0.129000116,
Wakulla County,us-fl-129,Metropolitan,FL,0.084003101,
Walton County,us-fl-131,Metropolitan,FL,0.128000783,
Barrow County,us-ga-013,Metropolitan,GA,0.175001827,
Bartow County,us-ga-015,Metropolitan,GA,0.13800021099999998,
Bibb County,us-ga-021,Metropolitan,GA,0.137000369,
Brantley County,us-ga-025,Metropolitan,GA,0.07000073799999999,
Brooks County,us-ga-027,Metropolitan,GA,0.12800536099999998,
Bryan County,us-ga-029,Metropolitan,GA,0.112003588,
Burke County,us-ga-033,Metropolitan,GA,0.141004963,
Butts County,us-ga-035,Metropolitan,GA,0.126004624,
Carroll County,us-ga-045,Metropolitan,GA,0.131001174,
Catoosa County,us-ga-047,Metropolitan,GA,0.16700225800000001,
Chatham County,us-ga-051,Metropolitan,GA,0.103000115,
Chattahoochee County,us-ga-053,Metropolitan,GA,0.061003652,
Cherokee County,us-ga-057,Metropolitan,GA,0.10200024099999999,
Clarke County,us-ga-059,Metropolitan,GA,0.067000063,
Clayton County,us-ga-063,Metropolitan,GA,0.112000208,
Cobb County,us-ga-067,Metropolitan,GA,0.087000102,
Columbia County,us-ga-073,Metropolitan,GA,0.10100036800000001,
Coweta County,us-ga-077,Metropolitan,GA,0.09500054,
Crawford County,us-ga-079,Metropolitan,GA,0.203007519,
Dade County,us-ga-083,Metropolitan,GA,0.241003446,
Dawson County,us-ga-085,Metropolitan,GA,0.164000876,
Dekalb County,us-ga-089,Metropolitan,GA,0.085000054,
Dougherty County,us-ga-095,Metropolitan,GA,0.15,
Douglas County,us-ga-097,Metropolitan,GA,0.105000742,
Echols County,us-ga-101,Metropolitan,GA,0.112019915,
Effingham County,us-ga-103,Metropolitan,GA,0.1,
Fayette County,us-ga-113,Metropolitan,GA,0.121001391,
Floyd County,us-ga-115,Metropolitan,GA,0.144000905,
Forsyth County,us-ga-117,Metropolitan,GA,0.079000395,
Fulton County,us-ga-121,Metropolitan,GA,0.082000003,
Glynn County,us-ga-127,Metropolitan,GA,0.14700105300000002,
Gwinnett County,us-ga-135,Metropolitan,GA,0.109000084,
Hall County,us-ga-139,Metropolitan,GA,0.127000824,
Haralson County,us-ga-143,Metropolitan,GA,0.08900178800000001,
Harris County,us-ga-145,Metropolitan,GA,0.139001877,
Heard County,us-ga-149,Metropolitan,GA,0.201017223,
Henry County,us-ga-151,Metropolitan,GA,0.130000191,
Houston County,us-ga-153,Metropolitan,GA,0.098000092,
Jasper County,us-ga-159,Metropolitan,GA,0.127001171,
Jones County,us-ga-169,Metropolitan,GA,0.202002467,
Lamar County,us-ga-171,Metropolitan,GA,0.207010582,
Lanier County,us-ga-173,Metropolitan,GA,0.327011118,
Lee County,us-ga-177,Metropolitan,GA,0.253007392,
Liberty County,us-ga-179,Metropolitan,GA,0.130000703,
Lincoln County,us-ga-181,Metropolitan,GA,0.168020799,
Long County,us-ga-183,Metropolitan,GA,0.09100077599999999,
Lowndes County,us-ga-185,Metropolitan,GA,0.158001169,
Madison County,us-ga-195,Metropolitan,GA,0.159006672,
Marion County,us-ga-197,Metropolitan,GA,0.235031553,
Mcduffie County,us-ga-189,Metropolitan,GA,0.193001675,
Mcintosh County,us-ga-191,Metropolitan,GA,0.15700951,
Meriwether County,us-ga-199,Metropolitan,GA,0.20800652600000002,
Monroe County,us-ga-207,Metropolitan,GA,0.10900313800000001,
Morgan County,us-ga-211,Metropolitan,GA,0.13700937300000002,
Murray County,us-ga-213,Metropolitan,GA,0.205002624,
Muscogee County,us-ga-215,Metropolitan,GA,0.131000568,
Newton County,us-ga-217,Metropolitan,GA,0.178002104,
Oconee County,us-ga-219,Metropolitan,GA,0.06000077,
Oglethorpe County,us-ga-221,Metropolitan,GA,0.120007133,
Paulding County,us-ga-223,Metropolitan,GA,0.122000825,
Peach County,us-ga-225,Metropolitan,GA,0.15100015,
Pickens County,us-ga-227,Metropolitan,GA,0.14,
Pike County,us-ga-231,Metropolitan,GA,0.056001222,
Richmond County,us-ga-245,Metropolitan,GA,0.12,
Rockdale County,us-ga-247,Metropolitan,GA,0.146001852,
Spalding County,us-ga-255,Metropolitan,GA,0.155002928,
Stewart County,us-ga-259,Metropolitan,GA,0.13902439,
Talbot County,us-ga-263,Metropolitan,GA,0.22402343800000002,
Terrell County,us-ga-273,Metropolitan,GA,0.14,
Twiggs County,us-ga-289,Metropolitan,GA,0.165003837,
Walker County,us-ga-295,Metropolitan,GA,0.18900124,
Walton County,us-ga-297,Metropolitan,GA,0.105000306,
Whitfield County,us-ga-313,Metropolitan,GA,0.124000216,
Worth County,us-ga-321,Metropolitan,GA,0.31001743800000003,
Honolulu County,us-hi-003,Metropolitan,HI,0.104000094,
Maui County,us-hi-009,Metropolitan,HI,0.099000503,
Benton County,us-ia-011,Metropolitan,IA,0.115001318,
Black Hawk County,us-ia-013,Metropolitan,IA,0.105000656,
Boone County,us-ia-015,Metropolitan,IA,0.09400080300000001,
Bremer County,us-ia-017,Metropolitan,IA,0.082003812,
Dallas County,us-ia-049,Metropolitan,IA,0.079001011,
Dubuque County,us-ia-061,Metropolitan,IA,0.07100036400000001,
Grundy County,us-ia-075,Metropolitan,IA,0.08900010900000001,
Guthrie County,us-ia-077,Metropolitan,IA,0.075,
Harrison County,us-ia-085,Metropolitan,IA,0.151009574,
Jasper County,us-ia-099,Metropolitan,IA,0.140001446,
Johnson County,us-ia-103,Metropolitan,IA,0.06,
Jones County,us-ia-105,Metropolitan,IA,0.077001988,
Linn County,us-ia-113,Metropolitan,IA,0.09300045900000001,
Madison County,us-ia-121,Metropolitan,IA,0.11700070300000001,
Mills County,us-ia-129,Metropolitan,IA,0.06700197599999999,
Polk County,us-ia-153,Metropolitan,IA,0.083000226,
Pottawattamie County,us-ia-155,Metropolitan,IA,0.118001572,
Scott County,us-ia-163,Metropolitan,IA,0.111000356,
Story County,us-ia-169,Metropolitan,IA,0.056000445999999995,
Warren County,us-ia-181,Metropolitan,IA,0.1,
Washington County,us-ia-183,Metropolitan,IA,0.119005994,
Woodbury County,us-ia-193,Metropolitan,IA,0.09200066,
Ada County,us-id-001,Metropolitan,ID,0.079000059,
Bannock County,us-id-005,Metropolitan,ID,0.094000977,
Boise County,us-id-015,Metropolitan,ID,0.130017452,
Bonneville County,us-id-019,Metropolitan,ID,0.091000254,
Butte County,us-id-023,Metropolitan,ID,0.09201480699999999,
Canyon County,us-id-027,Metropolitan,ID,0.098000476,
Franklin County,us-id-041,Metropolitan,ID,0.077004219,
Gem County,us-id-045,Metropolitan,ID,0.115002366,
Jefferson County,us-id-051,Metropolitan,ID,0.109001767,
Jerome County,us-id-053,Metropolitan,ID,0.069001163,
Kootenai County,us-id-055,Metropolitan,ID,0.078000581,
Nez Perce County,us-id-069,Metropolitan,ID,0.10200316300000001,
Owyhee County,us-id-073,Metropolitan,ID,0.13501115800000002,
Power County,us-id-077,Metropolitan,ID,0.138019295,
Twin Falls County,us-id-083,Metropolitan,ID,0.084001101,
Alexander County,us-il-003,Metropolitan,IL,0.079012346,
Bond County,us-il-005,Metropolitan,IL,0.043000915,
Boone County,us-il-007,Metropolitan,IL,0.096001245,
Calhoun County,us-il-013,Metropolitan,IL,0.082014768,
Champaign County,us-il-019,Metropolitan,IL,0.093000205,
Clinton County,us-il-027,Metropolitan,IL,0.132001253,
Cook County,us-il-031,Metropolitan,IL,0.09500000900000001,
Dekalb County,us-il-037,Metropolitan,IL,0.056000312999999996,
Dupage County,us-il-043,Metropolitan,IL,0.08700012300000001,
Fulton County,us-il-057,Metropolitan,IL,0.081001473,
Grundy County,us-il-063,Metropolitan,IL,0.04900025,
Henry County,us-il-073,Metropolitan,IL,0.137002845,
Jackson County,us-il-077,Metropolitan,IL,0.048000888,
Jersey County,us-il-083,Metropolitan,IL,0.144001914,
Johnson County,us-il-087,Metropolitan,IL,0.082000582,
Kane County,us-il-089,Metropolitan,IL,0.095000092,
Kankakee County,us-il-091,Metropolitan,IL,0.108000395,
Kendall County,us-il-093,Metropolitan,IL,0.076000093,
Lake County,us-il-097,Metropolitan,IL,0.08700008099999999,
Macon County,us-il-115,Metropolitan,IL,0.1440015,
Macoupin County,us-il-117,Metropolitan,IL,0.15200391,
Madison County,us-il-119,Metropolitan,IL,0.108000079,
Marshall County,us-il-123,Metropolitan,IL,0.135006491,
Mchenry County,us-il-111,Metropolitan,IL,0.101000264,
Mclean County,us-il-113,Metropolitan,IL,0.110000316,
Menard County,us-il-129,Metropolitan,IL,0.09801000300000001,
Mercer County,us-il-131,Metropolitan,IL,0.12200234800000001,
Monroe County,us-il-133,Metropolitan,IL,0.08900255800000001,
Peoria County,us-il-143,Metropolitan,IL,0.107000339,
Piatt County,us-il-147,Metropolitan,IL,0.19000884899999998,
Rock Island County,us-il-161,Metropolitan,IL,0.141000971,
Sangamon County,us-il-167,Metropolitan,IL,0.112000376,
St. Clair County,us-il-163,Metropolitan,IL,0.098000227,
Stark County,us-il-175,Metropolitan,IL,0.06301106299999999,
Tazewell County,us-il-179,Metropolitan,IL,0.124,
Vermilion County,us-il-183,Metropolitan,IL,0.165001977,
Will County,us-il-197,Metropolitan,IL,0.09700015699999999,
Williamson County,us-il-199,Metropolitan,IL,0.126001513,
Winnebago County,us-il-201,Metropolitan,IL,0.105000024,
Woodford County,us-il-203,Metropolitan,IL,0.11800323900000001,
Allen County,us-in-003,Metropolitan,IN,0.10400024199999999,
Bartholomew County,us-in-005,Metropolitan,IN,0.11700004900000001,
Benton County,us-in-007,Metropolitan,IN,0.154005415,
Boone County,us-in-011,Metropolitan,IN,0.098002029,
Brown County,us-in-013,Metropolitan,IN,0.078004039,
Carroll County,us-in-015,Metropolitan,IN,0.109002205,
Clark County,us-in-019,Metropolitan,IN,0.115000516,
Clay County,us-in-021,Metropolitan,IN,0.16600346900000001,
Dearborn County,us-in-029,Metropolitan,IN,0.08400150699999999,
Delaware County,us-in-035,Metropolitan,IN,0.10800063800000001,
Elkhart County,us-in-039,Metropolitan,IN,0.12600018300000002,
Floyd County,us-in-043,Metropolitan,IN,0.143001287,
Franklin County,us-in-047,Metropolitan,IN,0.112003331,
Hamilton County,us-in-057,Metropolitan,IN,0.081000244,
Hancock County,us-in-059,Metropolitan,IN,0.13200073,
Harrison County,us-in-061,Metropolitan,IN,0.11800039999999999,
Hendricks County,us-in-063,Metropolitan,IN,0.105000565,
Howard County,us-in-067,Metropolitan,IN,0.159000614,
Jasper County,us-in-073,Metropolitan,IN,0.11600147699999999,
Johnson County,us-in-081,Metropolitan,IN,0.1,
Lake County,us-in-089,Metropolitan,IN,0.13100008400000002,
Laporte County,us-in-091,Metropolitan,IN,0.129000048,
Madison County,us-in-095,Metropolitan,IN,0.17300151100000002,
Marion County,us-in-097,Metropolitan,IN,0.118000125,
Monroe County,us-in-105,Metropolitan,IN,0.06500018099999999,
Morgan County,us-in-109,Metropolitan,IN,0.113000654,
Newton County,us-in-111,Metropolitan,IN,0.16800598,
Ohio County,us-in-115,Metropolitan,IN,0.064011989,
Owen County,us-in-119,Metropolitan,IN,0.154001007,
Parke County,us-in-121,Metropolitan,IN,0.08100408099999999,
Porter County,us-in-127,Metropolitan,IN,0.106000704,
Posey County,us-in-129,Metropolitan,IN,0.131004141,
Putnam County,us-in-133,Metropolitan,IN,0.120002825,
Shelby County,us-in-145,Metropolitan,IN,0.171003717,
St. Joseph County,us-in-141,Metropolitan,IN,0.09700013199999999,
Sullivan County,us-in-153,Metropolitan,IN,0.19800878100000002,
Tippecanoe County,us-in-157,Metropolitan,IN,0.075000361,
Union County,us-in-161,Metropolitan,IN,0.190031153,
Vanderburgh County,us-in-163,Metropolitan,IN,0.10900072300000001,
Vermillion County,us-in-165,Metropolitan,IN,0.165011459,
Vigo County,us-in-167,Metropolitan,IN,0.11600049300000001,
Warren County,us-in-171,Metropolitan,IN,0.13000646,
Warrick County,us-in-173,Metropolitan,IN,0.139002003,
Washington County,us-in-175,Metropolitan,IN,0.146006836,
Whitley County,us-in-183,Metropolitan,IN,0.14500180199999999,
Butler County,us-ks-015,Metropolitan,KS,0.10100094800000001,
Doniphan County,us-ks-043,Metropolitan,KS,0.11001584199999999,
Douglas County,us-ks-045,Metropolitan,KS,0.065000111,
Geary County,us-ks-061,Metropolitan,KS,0.09600034,
Harvey County,us-ks-079,Metropolitan,KS,0.102001755,
Jackson County,us-ks-085,Metropolitan,KS,0.11400855300000001,
Jefferson County,us-ks-087,Metropolitan,KS,0.11900369,
Johnson County,us-ks-091,Metropolitan,KS,0.077000157,
Leavenworth County,us-ks-103,Metropolitan,KS,0.10800006699999999,
Linn County,us-ks-107,Metropolitan,KS,0.121014694,
Miami County,us-ks-121,Metropolitan,KS,0.121003897,
Osage County,us-ks-139,Metropolitan,KS,0.10400747199999999,
Pottawatomie County,us-ks-149,Metropolitan,KS,0.102004095,
Riley County,us-ks-161,Metropolitan,KS,0.047000124000000004,
Sedgwick County,us-ks-173,Metropolitan,KS,0.10600016400000001,
Shawnee County,us-ks-177,Metropolitan,KS,0.113000365,
Sumner County,us-ks-191,Metropolitan,KS,0.13300463699999998,
Wabaunsee County,us-ks-197,Metropolitan,KS,0.10100611599999999,
Wyandotte County,us-ks-209,Metropolitan,KS,0.12800028,
Allen County,us-ky-003,Metropolitan,KY,0.1200026,
Boone County,us-ky-015,Metropolitan,KY,0.107000433,
Bourbon County,us-ky-017,Metropolitan,KY,0.107005184,
Boyd County,us-ky-019,Metropolitan,KY,0.15300029699999998,
Bracken County,us-ky-023,Metropolitan,KY,0.098000975,
Bullitt County,us-ky-029,Metropolitan,KY,0.172002816,
Butler County,us-ky-031,Metropolitan,KY,0.13200836800000001,
Campbell County,us-ky-037,Metropolitan,KY,0.09500086099999999,
Carter County,us-ky-043,Metropolitan,KY,0.15200312300000002,
Christian County,us-ky-047,Metropolitan,KY,0.106000397,
Clark County,us-ky-049,Metropolitan,KY,0.107000443,
Daviess County,us-ky-059,Metropolitan,KY,0.12300161800000001,
Edmonson County,us-ky-061,Metropolitan,KY,0.167001374,
Fayette County,us-ky-067,Metropolitan,KY,0.09900026199999999,
Gallatin County,us-ky-077,Metropolitan,KY,0.138017566,
Grant County,us-ky-081,Metropolitan,KY,0.13600136599999998,
Greenup County,us-ky-089,Metropolitan,KY,0.180002191,
Hancock County,us-ky-091,Metropolitan,KY,0.16,
Hardin County,us-ky-093,Metropolitan,KY,0.132001486,
Henderson County,us-ky-101,Metropolitan,KY,0.16600185,
Henry County,us-ky-103,Metropolitan,KY,0.10400682,
Jefferson County,us-ky-111,Metropolitan,KY,0.121000055,
Jessamine County,us-ky-113,Metropolitan,KY,0.12200205800000001,
Kenton County,us-ky-117,Metropolitan,KY,0.111000584,
Larue County,us-ky-123,Metropolitan,KY,0.10200810800000001,
Mclean County,us-ky-149,Metropolitan,KY,0.185003605,
Meade County,us-ky-163,Metropolitan,KY,0.136003437,
Oldham County,us-ky-185,Metropolitan,KY,0.087,
Pendleton County,us-ky-191,Metropolitan,KY,0.075004568,
Scott County,us-ky-209,Metropolitan,KY,0.08200199,
Shelby County,us-ky-211,Metropolitan,KY,0.119000408,
Spencer County,us-ky-215,Metropolitan,KY,0.191001323,
Trigg County,us-ky-221,Metropolitan,KY,0.13301033,
Warren County,us-ky-227,Metropolitan,KY,0.082000636,
Woodford County,us-ky-239,Metropolitan,KY,0.090003576,
Acadia Parish,us-la-001,Metropolitan,LA,0.114000934,
Ascension Parish,us-la-005,Metropolitan,LA,0.132001352,
Assumption Parish,us-la-007,Metropolitan,LA,0.16300451,
Bossier Parish,us-la-015,Metropolitan,LA,0.11700104900000001,
Caddo Parish,us-la-017,Metropolitan,LA,0.130000273,
Calcasieu Parish,us-la-019,Metropolitan,LA,0.113000192,
Cameron Parish,us-la-023,Metropolitan,LA,0.19403563100000001,
De Soto Parish,us-la-031,Metropolitan,LA,0.17200557100000002,
East Baton Rouge Parish,us-la-033,Metropolitan,LA,0.116000036,
East Feliciana Parish,us-la-037,Metropolitan,LA,0.17000194300000002,
Grant Parish,us-la-043,Metropolitan,LA,0.205011655,
Iberia Parish,us-la-045,Metropolitan,LA,0.133001231,
Iberville Parish,us-la-047,Metropolitan,LA,0.152003794,
Jefferson Parish,us-la-051,Metropolitan,LA,0.14200000599999998,
Lafayette Parish,us-la-055,Metropolitan,LA,0.1,
Lafourche Parish,us-la-057,Metropolitan,LA,0.13400176,
Livingston Parish,us-la-063,Metropolitan,LA,0.104000397,
Morehouse Parish,us-la-067,Metropolitan,LA,0.138003466,
Orleans Parish,us-la-071,Metropolitan,LA,0.106000217,
Ouachita Parish,us-la-073,Metropolitan,LA,0.141000453,
Plaquemines Parish,us-la-075,Metropolitan,LA,0.165008987,
Pointe Coupee Parish,us-la-077,Metropolitan,LA,0.112003837,
Rapides Parish,us-la-079,Metropolitan,LA,0.145001251,
St. Bernard Parish,us-la-087,Metropolitan,LA,0.134001485,
St. Charles Parish,us-la-089,Metropolitan,LA,0.10900054599999999,
St. Helena Parish,us-la-091,Metropolitan,LA,0.114000757,
St. James Parish,us-la-093,Metropolitan,LA,0.087000063,
St. John The Baptist Parish,us-la-095,Metropolitan,LA,0.1,
St. Martin Parish,us-la-099,Metropolitan,LA,0.151002442,
St. Tammany Parish,us-la-103,Metropolitan,LA,0.112000345,
Tangipahoa Parish,us-la-105,Metropolitan,LA,0.104000767,
Terrebonne Parish,us-la-109,Metropolitan,LA,0.114000664,
Union Parish,us-la-111,Metropolitan,LA,0.163003556,
